Temporada,Jornada,Fecha,Equipo local,Goles local,Goles visita,Equipo visitante
13-14,Jornada 27,3/8/2014,Betis,2,0,Getafe
13-14,Jornada 27,3/8/2014,Celta de Vigo,0,2,Atlético de Madrid
13-14,Jornada 27,3/8/2014,Granada,2,0,Villarreal
13-14,Jornada 27,3/9/2014,Espanyol,3,1,Elche
13-14,Jornada 27,3/9/2014,Almería,1,3,Sevilla
13-14,Jornada 27,3/9/2014,Real Madrid,3,0,Levante
13-14,Jornada 27,3/9/2014,Valencia,1,1,Athletic Club
13-14,Jornada 27,3/10/2014,Osasuna,0,2,Málaga
13-14,Jornada 27,3/10/2014,Real Sociedad,2,3,Rayo Vallecano
13-14,Jornada 28,3/14/2014,Getafe,3,3,Granada
13-14,Jornada 28,3/15/2014,Levante,0,1,Celta de Vigo
13-14,Jornada 28,3/15/2014,Rayo Vallecano,3,1,Almería
13-14,Jornada 28,3/15/2014,Málaga,0,1,Real Madrid
13-14,Jornada 28,3/15/2014,Atlético de Madrid,1,0,Espanyol
13-14,Jornada 28,3/16/2014,Elche,0,0,Betis
13-14,Jornada 28,3/16/2014,Barcelona,7,0,Osasuna
13-14,Jornada 28,3/16/2014,Sevilla,4,1,Valladolid
13-14,Jornada 28,3/16/2014,Real Sociedad,1,0,Valencia
13-14,Jornada 28,3/17/2014,Villarreal,1,1,Athletic Club
13-14,Jornada 29,3/21/2014,Celta de Vigo,0,2,Málaga
13-14,Jornada 29,3/22/2014,Granada,1,0,Elche
13-14,Jornada 29,3/22/2014,Espanyol,0,0,Levante
13-14,Jornada 29,3/22/2014,Valladolid,1,1,Rayo Vallecano
13-14,Jornada 29,3/22/2014,Athletic Club,1,0,Getafe
13-14,Jornada 29,3/23/2014,Osasuna,1,2,Sevilla
13-14,Jornada 29,3/23/2014,Betis,0,2,Atlético de Madrid
13-14,Jornada 29,3/23/2014,Valencia,2,1,Villarreal
13-14,Jornada 29,3/23/2014,Real Madrid,3,4,Barcelona
13-14,Jornada 29,3/24/2014,Almería,4,3,Real Sociedad
13-14,Jornada 30,3/25/2014,Málaga,1,2,Espanyol
13-14,Jornada 30,3/25/2014,Elche,0,0,Athletic Club
13-14,Jornada 30,3/26/2014,Barcelona,3,0,Celta de Vigo
13-14,Jornada 30,3/26/2014,Rayo Vallecano,1,0,Osasuna
13-14,Jornada 30,3/26/2014,Atlético de Madrid,1,0,Granada
13-14,Jornada 30,3/26/2014,Sevilla,2,1,Real Madrid
13-14,Jornada 30,3/27/2014,Getafe,0,1,Villarreal
13-14,Jornada 30,3/27/2014,Real Sociedad,1,0,Valladolid
13-14,Jornada 30,3/27/2014,Levante,1,3,Betis
13-14,Jornada 30,3/27/2014,Almería,2,2,Valencia
13-14,Jornada 31,3/29/2014,Espanyol,0,1,Barcelona
13-14,Jornada 31,3/29/2014,Celta de Vigo,1,0,Sevilla
13-14,Jornada 31,3/29/2014,Athletic Club,1,2,Atlético de Madrid
13-14,Jornada 31,3/29/2014,Real Madrid,5,0,Rayo Vallecano
13-14,Jornada 31,3/30/2014,Valladolid,1,0,Almería
13-14,Jornada 31,3/30/2014,Osasuna,1,1,Real Sociedad
13-14,Jornada 31,3/30/2014,Villarreal,1,1,Elche
13-14,Jornada 31,3/30/2014,Valencia,1,3,Getafe
13-14,Jornada 31,3/31/2014,Granada,0,2,Levante
13-14,Jornada 31,3/31/2014,Betis,1,2,Málaga
13-14,Jornada 32,4/4/2014,Almería,1,2,Osasuna
13-14,Jornada 32,4/5/2014,Atlético de Madrid,1,0,Villarreal
13-14,Jornada 32,4/5/2014,Barcelona,3,1,Betis
13-14,Jornada 32,4/5/2014,Real Sociedad,0,4,Real Madrid
13-14,Jornada 32,4/5/2014,Rayo Vallecano,3,0,Celta de Vigo
13-14,Jornada 32,4/6/2014,Málaga,4,1,Granada
13-14,Jornada 32,4/6/2014,Elche,1,0,Getafe
13-14,Jornada 32,4/6/2014,Sevilla,4,1,Espanyol
13-14,Jornada 32,4/6/2014,Valladolid,0,0,Valencia
13-14,Jornada 32,4/7/2014,Levante,1,2,Athletic Club
13-14,Jornada 33,4/11/2014,Osasuna,0,0,Valladolid
13-14,Jornada 33,4/12/2014,Celta de Vigo,2,2,Real Sociedad
13-14,Jornada 33,4/12/2014,Villarreal,1,0,Levante
13-14,Jornada 33,4/12/2014,Granada,1,0,Barcelona
13-14,Jornada 33,4/12/2014,Real Madrid,4,0,Almería
13-14,Jornada 33,4/13/2014,Betis,0,2,Sevilla
13-14,Jornada 33,4/13/2014,Valencia,2,1,Elche
13-14,Jornada 33,4/13/2014,Getafe,0,2,Atlético de Madrid
13-14,Jornada 33,4/13/2014,Espanyol,2,2,Rayo Vallecano
13-14,Jornada 33,4/14/2014,Athletic Club,3,0,Málaga
13-14,Jornada 34,4/18/2014,Atlético de Madrid,2,0,Elche
13-14,Jornada 34,4/19/2014,Osasuna,1,1,Valencia
13-14,Jornada 34,4/19/2014,Levante,0,0,Getafe
13-14,Jornada 34,4/19/2014,Real Sociedad,2,1,Espanyol
13-14,Jornada 34,4/20/2014,Almería,2,4,Celta de Vigo
13-14,Jornada 34,4/20/2014,Rayo Vallecano,3,1,Betis
13-14,Jornada 34,4/20/2014,Sevilla,4,0,Granada
13-14,Jornada 34,4/20/2014,Barcelona,2,1,Athletic Club
13-14,Jornada 34,4/21/2014,Málaga,2,0,Villarreal
13-14,Jornada 34,5/7/2014,Valladolid,1,1,Real Madrid
13-14,Jornada 35,4/25/2014,Elche,1,1,Levante
13-14,Jornada 35,4/26/2014,Granada,0,3,Rayo Vallecano
13-14,Jornada 35,4/26/2014,Getafe,1,0,Málaga
13-14,Jornada 35,4/26/2014,Real Madrid,4,0,Osasuna
13-14,Jornada 35,4/26/2014,Betis,0,1,Real Sociedad
13-14,Jornada 35,4/27/2014,Espanyol,1,2,Almería
13-14,Jornada 35,4/27/2014,Valencia,0,1,Atlético de Madrid
13-14,Jornada 35,4/27/2014,Athletic Club,3,1,Sevilla
13-14,Jornada 35,4/27/2014,Villarreal,2,3,Barcelona
13-14,Jornada 35,4/28/2014,Celta de Vigo,4,1,Valladolid
13-14,Jornada 36,5/2/2014,Rayo Vallecano,0,3,Athletic Club
13-14,Jornada 36,5/3/2014,Barcelona,2,2,Getafe
13-14,Jornada 36,5/3/2014,Málaga,0,1,Elche
13-14,Jornada 36,5/3/2014,Osasuna,0,2,Celta de Vigo
13-14,Jornada 36,5/3/2014,Valladolid,1,0,Espanyol
13-14,Jornada 36,5/4/2014,Almería,3,2,Betis
13-14,Jornada 36,5/4/2014,Levante,2,0,Atlético de Madrid
13-14,Jornada 36,5/4/2014,Sevilla,0,0,Villarreal
13-14,Jornada 36,5/4/2014,Real Madrid,2,2,Valencia
13-14,Jornada 36,5/5/2014,Real Sociedad,1,1,Granada
13-14,Jornada 37,5/10/2014,Villarreal,4,0,Rayo Vallecano
13-14,Jornada 37,5/10/2014,Levante,2,0,Valencia
13-14,Jornada 37,5/11/2014,Athletic Club,1,1,Real Sociedad
13-14,Jornada 37,5/11/2014,Atlético de Madrid,1,1,Málaga
13-14,Jornada 37,5/11/2014,Elche,0,0,Barcelona
13-14,Jornada 37,5/11/2014,Getafe,1,0,Sevilla
13-14,Jornada 37,5/11/2014,Granada,0,2,Almería
13-14,Jornada 37,5/11/2014,Betis,4,3,Valladolid
13-14,Jornada 37,5/11/2014,Espanyol,1,1,Osasuna
13-14,Jornada 37,5/11/2014,Celta de Vigo,2,0,Real Madrid
13-14,Jornada 38,5/16/2014,Málaga,1,0,Levante
13-14,Jornada 38,5/17/2014,Real Madrid,3,1,Espanyol
13-14,Jornada 38,5/17/2014,Barcelona,1,1,Atlético de Madrid
13-14,Jornada 38,5/17/2014,Valencia,2,1,Celta de Vigo
13-14,Jornada 38,5/18/2014,Real Sociedad,1,2,Villarreal
13-14,Jornada 38,5/18/2014,Rayo Vallecano,1,2,Getafe
13-14,Jornada 38,5/18/2014,Almería,0,0,Athletic Club
13-14,Jornada 38,5/18/2014,Valladolid,0,1,Granada
13-14,Jornada 38,5/18/2014,Osasuna,2,1,Betis
13-14,Jornada 38,5/18/2014,Sevilla,3,1,Elche
14-15,Jornada 1,8/23/2014,Málaga,1,0,Athletic Club
14-15,Jornada 1,8/23/2014,Sevilla,1,1,Valencia
14-15,Jornada 1,8/23/2014,Granada,2,1,Deportivo de La Coruña
14-15,Jornada 1,8/23/2014,Almería,1,1,Espanyol
14-15,Jornada 1,8/24/2014,Eibar,1,0,Real Sociedad
14-15,Jornada 1,8/24/2014,Celta de Vigo,3,1,Getafe
14-15,Jornada 1,8/24/2014,Barcelona,3,0,Elche
14-15,Jornada 1,8/24/2014,Levante,0,2,Villarreal
14-15,Jornada 1,8/25/2014,Real Madrid,2,0,Córdoba
14-15,Jornada 1,8/25/2014,Rayo Vallecano,0,0,Atlético de Madrid
14-15,Jornada 2,8/29/2014,Getafe,1,0,Almería
14-15,Jornada 2,8/29/2014,Valencia,3,0,Málaga
14-15,Jornada 2,8/30/2014,Córdoba,1,1,Celta de Vigo
14-15,Jornada 2,8/30/2014,Athletic Club,3,0,Levante
14-15,Jornada 2,8/30/2014,Atlético de Madrid,2,1,Eibar
14-15,Jornada 2,8/30/2014,Espanyol,1,2,Sevilla
14-15,Jornada 2,8/31/2014,Villarreal,0,1,Barcelona
14-15,Jornada 2,8/31/2014,Real Sociedad,4,2,Real Madrid
14-15,Jornada 2,8/31/2014,Deportivo de La Coruña,2,2,Rayo Vallecano
14-15,Jornada 2,8/31/2014,Elche,1,1,Granada
14-15,Jornada 3,9/12/2014,Almería,1,1,Córdoba
14-15,Jornada 3,9/13/2014,Barcelona,2,0,Athletic Club
14-15,Jornada 3,9/13/2014,Celta de Vigo,2,2,Real Sociedad
14-15,Jornada 3,9/13/2014,Málaga,0,0,Levante
14-15,Jornada 3,9/13/2014,Real Madrid,1,2,Atlético de Madrid
14-15,Jornada 3,9/14/2014,Rayo Vallecano,2,3,Elche
14-15,Jornada 3,9/14/2014,Valencia,3,1,Espanyol
14-15,Jornada 3,9/14/2014,Sevilla,2,0,Getafe
14-15,Jornada 3,9/14/2014,Granada,0,0,Villarreal
14-15,Jornada 3,9/15/2014,Eibar,0,1,Deportivo de La Coruña
14-15,Jornada 4,9/19/2014,Elche,0,2,Eibar
14-15,Jornada 4,9/20/2014,Deportivo de La Coruña,2,8,Real Madrid
14-15,Jornada 4,9/20/2014,Athletic Club,0,1,Granada
14-15,Jornada 4,9/20/2014,Atlético de Madrid,2,2,Celta de Vigo
14-15,Jornada 4,9/20/2014,Espanyol,2,2,Málaga
14-15,Jornada 4,9/21/2014,Real Sociedad,1,2,Almería
14-15,Jornada 4,9/21/2014,Villarreal,4,2,Rayo Vallecano
14-15,Jornada 4,9/21/2014,Córdoba,1,3,Sevilla
14-15,Jornada 4,9/21/2014,Levante,0,5,Barcelona
14-15,Jornada 4,9/22/2014,Getafe,0,3,Valencia
14-15,Jornada 5,9/23/2014,Real Madrid,5,1,Elche
14-15,Jornada 5,9/23/2014,Celta de Vigo,2,1,Deportivo de La Coruña
14-15,Jornada 5,9/24/2014,Almería,0,1,Atlético de Madrid
14-15,Jornada 5,9/24/2014,Eibar,1,1,Villarreal
14-15,Jornada 5,9/24/2014,Rayo Vallecano,2,1,Athletic Club
14-15,Jornada 5,9/24/2014,Sevilla,1,0,Real Sociedad
14-15,Jornada 5,9/24/2014,Granada,0,1,Levante
14-15,Jornada 5,9/24/2014,Málaga,0,0,Barcelona
14-15,Jornada 5,9/25/2014,Espanyol,2,0,Getafe
14-15,Jornada 5,9/25/2014,Valencia,3,0,Córdoba
14-15,Jornada 6,9/26/2014,Elche,0,1,Celta de Vigo
14-15,Jornada 6,9/27/2014,Villarreal,0,2,Real Madrid
14-15,Jornada 6,9/27/2014,Barcelona,6,0,Granada
14-15,Jornada 6,9/27/2014,Atlético de Madrid,4,0,Sevilla
14-15,Jornada 6,9/27/2014,Athletic Club,0,0,Eibar
14-15,Jornada 6,9/27/2014,Levante,0,2,Rayo Vallecano
14-15,Jornada 6,9/28/2014,Getafe,1,0,Málaga
14-15,Jornada 6,9/28/2014,Deportivo de La Coruña,0,1,Almería
14-15,Jornada 6,9/28/2014,Real Sociedad,1,1,Valencia
14-15,Jornada 6,9/28/2014,Córdoba,0,0,Espanyol
14-15,Jornada 7,10/3/2014,Getafe,1,1,Córdoba
14-15,Jornada 7,10/4/2014,Valencia,3,1,Atlético de Madrid
14-15,Jornada 7,10/4/2014,Rayo Vallecano,0,2,Barcelona
14-15,Jornada 7,10/4/2014,Eibar,3,3,Levante
14-15,Jornada 7,10/4/2014,Almería,2,2,Elche
14-15,Jornada 7,10/4/2014,Málaga,2,1,Granada
14-15,Jornada 7,10/5/2014,Sevilla,4,1,Deportivo de La Coruña
14-15,Jornada 7,10/5/2014,Celta de Vigo,1,3,Villarreal
14-15,Jornada 7,10/5/2014,Espanyol,2,0,Real Sociedad
14-15,Jornada 7,10/5/2014,Real Madrid,5,0,Athletic Club
14-15,Jornada 8,10/17/2014,Granada,0,1,Rayo Vallecano
14-15,Jornada 8,10/18/2014,Levante,0,5,Real Madrid
14-15,Jornada 8,10/18/2014,Athletic Club,1,1,Celta de Vigo
14-15,Jornada 8,10/18/2014,Barcelona,3,0,Eibar
14-15,Jornada 8,10/18/2014,Córdoba,1,2,Málaga
14-15,Jornada 8,10/19/2014,Atlético de Madrid,2,0,Espanyol
14-15,Jornada 8,10/19/2014,Deportivo de La Coruña,3,0,Valencia
14-15,Jornada 8,10/19/2014,Elche,0,2,Sevilla
14-15,Jornada 8,10/19/2014,Villarreal,2,0,Almería
14-15,Jornada 8,10/20/2014,Real Sociedad,1,2,Getafe
14-15,Jornada 9,10/24/2014,Celta de Vigo,3,0,Levante
14-15,Jornada 9,10/25/2014,Almería,0,1,Athletic Club
14-15,Jornada 9,10/25/2014,Real Madrid,3,1,Barcelona
14-15,Jornada 9,10/25/2014,Valencia,3,1,Elche
14-15,Jornada 9,10/25/2014,Córdoba,1,1,Real Sociedad
14-15,Jornada 9,10/25/2014,Eibar,1,1,Granada
14-15,Jornada 9,10/26/2014,Málaga,4,0,Rayo Vallecano
14-15,Jornada 9,10/26/2014,Espanyol,0,0,Deportivo de La Coruña
14-15,Jornada 9,10/26/2014,Sevilla,2,1,Villarreal
14-15,Jornada 9,10/26/2014,Getafe,0,1,Atlético de Madrid
14-15,Jornada 10,10/31/2014,Deportivo de La Coruña,1,2,Getafe
14-15,Jornada 10,11/1/2014,Granada,0,4,Real Madrid
14-15,Jornada 10,11/1/2014,Atlético de Madrid,4,2,Córdoba
14-15,Jornada 10,11/1/2014,Barcelona,0,1,Celta de Vigo
14-15,Jornada 10,11/1/2014,Real Sociedad,0,1,Málaga
14-15,Jornada 10,11/2/2014,Athletic Club,1,0,Sevilla
14-15,Jornada 10,11/2/2014,Villarreal,1,3,Valencia
14-15,Jornada 10,11/2/2014,Levante,2,1,Almería
14-15,Jornada 10,11/2/2014,Elche,2,1,Espanyol
14-15,Jornada 10,11/3/2014,Rayo Vallecano,2,3,Eibar
14-15,Jornada 11,11/7/2014,Córdoba,0,0,Deportivo de La Coruña
14-15,Jornada 11,11/8/2014,Almería,1,2,Barcelona
14-15,Jornada 11,11/8/2014,Getafe,0,0,Elche
14-15,Jornada 11,11/8/2014,Real Madrid,5,1,Rayo Vallecano
14-15,Jornada 11,11/8/2014,Celta de Vigo,0,0,Granada
14-15,Jornada 11,11/8/2014,Málaga,2,1,Eibar
14-15,Jornada 11,11/9/2014,Sevilla,1,1,Levante
14-15,Jornada 11,11/9/2014,Espanyol,1,1,Villarreal
14-15,Jornada 11,11/9/2014,Valencia,0,0,Athletic Club
14-15,Jornada 11,11/9/2014,Real Sociedad,2,1,Atlético de Madrid
14-15,Jornada 12,11/21/2014,Athletic Club,3,1,Espanyol
14-15,Jornada 12,11/22/2014,Atlético de Madrid,3,1,Málaga
14-15,Jornada 12,11/22/2014,Eibar,0,4,Real Madrid
14-15,Jornada 12,11/22/2014,Barcelona,5,1,Sevilla
14-15,Jornada 12,11/22/2014,Deportivo de La Coruña,0,0,Real Sociedad
14-15,Jornada 12,11/23/2014,Rayo Vallecano,1,0,Celta de Vigo
14-15,Jornada 12,11/23/2014,Levante,2,1,Valencia
14-15,Jornada 12,11/23/2014,Elche,2,2,Córdoba
14-15,Jornada 12,11/23/2014,Villarreal,2,1,Getafe
14-15,Jornada 12,11/24/2014,Granada,0,0,Almería
14-15,Jornada 13,11/28/2014,Real Sociedad,3,0,Elche
14-15,Jornada 13,11/29/2014,Getafe,1,2,Athletic Club
14-15,Jornada 13,11/29/2014,Espanyol,2,1,Levante
14-15,Jornada 13,11/29/2014,Málaga,1,2,Real Madrid
14-15,Jornada 13,11/29/2014,Celta de Vigo,0,1,Eibar
14-15,Jornada 13,11/30/2014,Atlético de Madrid,2,0,Deportivo de La Coruña
14-15,Jornada 13,11/30/2014,Sevilla,5,1,Granada
14-15,Jornada 13,11/30/2014,Córdoba,0,2,Villarreal
14-15,Jornada 13,11/30/2014,Valencia,0,1,Barcelona
14-15,Jornada 13,12/1/2014,Almería,0,1,Rayo Vallecano
14-15,Jornada 14,12/6/2014,Elche,0,2,Atlético de Madrid
14-15,Jornada 14,12/6/2014,Athletic Club,0,1,Córdoba
14-15,Jornada 14,12/6/2014,Real Madrid,3,0,Celta de Vigo
14-15,Jornada 14,12/6/2014,Deportivo de La Coruña,0,1,Málaga
14-15,Jornada 14,12/7/2014,Rayo Vallecano,0,1,Sevilla
14-15,Jornada 14,12/7/2014,Barcelona,5,1,Espanyol
14-15,Jornada 14,12/7/2014,Villarreal,4,0,Real Sociedad
14-15,Jornada 14,12/7/2014,Granada,1,1,Valencia
14-15,Jornada 14,12/8/2014,Eibar,5,2,Almería
14-15,Jornada 14,12/8/2014,Levante,1,1,Getafe
14-15,Jornada 15,12/12/2014,Almería,1,4,Real Madrid
14-15,Jornada 15,12/13/2014,Getafe,0,0,Barcelona
14-15,Jornada 15,12/13/2014,Valencia,3,0,Rayo Vallecano
14-15,Jornada 15,12/13/2014,Córdoba,0,0,Levante
14-15,Jornada 15,12/13/2014,Málaga,1,0,Celta de Vigo
14-15,Jornada 15,12/14/2014,Espanyol,2,1,Granada
14-15,Jornada 15,12/14/2014,Sevilla,0,0,Eibar
14-15,Jornada 15,12/14/2014,Atlético de Madrid,0,1,Villarreal
14-15,Jornada 15,12/14/2014,Real Sociedad,1,1,Athletic Club
14-15,Jornada 15,12/15/2014,Deportivo de La Coruña,1,0,Elche
14-15,Jornada 16,12/19/2014,Celta de Vigo,0,1,Almería
14-15,Jornada 16,12/20/2014,Barcelona,5,0,Córdoba
14-15,Jornada 16,12/20/2014,Levante,1,1,Real Sociedad
14-15,Jornada 16,12/20/2014,Eibar,0,1,Valencia
14-15,Jornada 16,12/20/2014,Rayo Vallecano,1,3,Espanyol
14-15,Jornada 16,12/21/2014,Villarreal,3,0,Deportivo de La Coruña
14-15,Jornada 16,12/21/2014,Granada,1,1,Getafe
14-15,Jornada 16,12/21/2014,Elche,1,2,Málaga
14-15,Jornada 16,12/21/2014,Athletic Club,1,4,Atlético de Madrid
14-15,Jornada 16,2/4/2015,Real Madrid,2,1,Sevilla
14-15,Jornada 17,1/3/2015,Atlético de Madrid,3,1,Levante
14-15,Jornada 17,1/3/2015,Sevilla,1,0,Celta de Vigo
14-15,Jornada 17,1/3/2015,Elche,2,2,Villarreal
14-15,Jornada 17,1/3/2015,Deportivo de La Coruña,1,0,Athletic Club
14-15,Jornada 17,1/3/2015,Málaga,1,2,Almería
14-15,Jornada 17,1/4/2015,Getafe,1,2,Rayo Vallecano
14-15,Jornada 17,1/4/2015,Valencia,2,1,Real Madrid
14-15,Jornada 17,1/4/2015,Espanyol,1,2,Eibar
14-15,Jornada 17,1/4/2015,Real Sociedad,1,0,Barcelona
14-15,Jornada 17,1/5/2015,Córdoba,2,0,Granada
14-15,Jornada 18,1/9/2015,Levante,0,0,Deportivo de La Coruña
14-15,Jornada 18,1/10/2015,Real Madrid,3,0,Espanyol
14-15,Jornada 18,1/10/2015,Málaga,1,1,Villarreal
14-15,Jornada 18,1/10/2015,Celta de Vigo,1,1,Valencia
14-15,Jornada 18,1/10/2015,Eibar,2,1,Getafe
14-15,Jornada 18,1/11/2015,Almería,0,2,Sevilla
14-15,Jornada 18,1/11/2015,Athletic Club,1,2,Elche
14-15,Jornada 18,1/11/2015,Granada,1,1,Real Sociedad
14-15,Jornada 18,1/11/2015,Barcelona,3,1,Atlético de Madrid
14-15,Jornada 18,1/12/2015,Rayo Vallecano,0,1,Córdoba
14-15,Jornada 19,1/16/2015,Córdoba,1,1,Eibar
14-15,Jornada 19,1/17/2015,Real Sociedad,0,1,Rayo Vallecano
14-15,Jornada 19,1/17/2015,Valencia,3,2,Almería
14-15,Jornada 19,1/17/2015,Villarreal,2,0,Athletic Club
14-15,Jornada 19,1/17/2015,Espanyol,1,0,Celta de Vigo
14-15,Jornada 19,1/18/2015,Getafe,0,3,Real Madrid
14-15,Jornada 19,1/18/2015,Atlético de Madrid,2,0,Granada
14-15,Jornada 19,1/18/2015,Deportivo de La Coruña,0,4,Barcelona
14-15,Jornada 19,1/18/2015,Elche,1,0,Levante
14-15,Jornada 19,1/18/2015,Sevilla,2,0,Málaga
14-15,Jornada 20,1/24/2015,Córdoba,1,2,Real Madrid
14-15,Jornada 20,1/24/2015,Elche,0,6,Barcelona
14-15,Jornada 20,1/24/2015,Atlético de Madrid,3,1,Rayo Vallecano
14-15,Jornada 20,1/24/2015,Real Sociedad,1,0,Eibar
14-15,Jornada 20,1/24/2015,Villarreal,1,0,Levante
14-15,Jornada 20,1/25/2015,Deportivo de La Coruña,2,2,Granada
14-15,Jornada 20,1/25/2015,Athletic Club,1,1,Málaga
14-15,Jornada 20,1/25/2015,Espanyol,3,0,Almería
14-15,Jornada 20,1/25/2015,Valencia,3,1,Sevilla
14-15,Jornada 20,1/26/2015,Getafe,2,1,Celta de Vigo
14-15,Jornada 21,1/30/2015,Rayo Vallecano,1,2,Deportivo de La Coruña
14-15,Jornada 21,1/31/2015,Real Madrid,4,1,Real Sociedad
14-15,Jornada 21,1/31/2015,Eibar,1,3,Atlético de Madrid
14-15,Jornada 21,1/31/2015,Granada,1,0,Elche
14-15,Jornada 21,1/31/2015,Celta de Vigo,1,0,Córdoba
14-15,Jornada 21,2/1/2015,Levante,0,2,Athletic Club
14-15,Jornada 21,2/1/2015,Almería,1,0,Getafe
14-15,Jornada 21,2/1/2015,Sevilla,3,2,Espanyol
14-15,Jornada 21,2/1/2015,Barcelona,3,2,Villarreal
14-15,Jornada 21,2/2/2015,Málaga,1,0,Valencia
14-15,Jornada 22,2/6/2015,Deportivo de La Coruña,2,0,Eibar
14-15,Jornada 22,2/7/2015,Atlético de Madrid,4,0,Real Madrid
14-15,Jornada 22,2/7/2015,Villarreal,2,0,Granada
14-15,Jornada 22,2/7/2015,Levante,4,1,Málaga
14-15,Jornada 22,2/7/2015,Real Sociedad,1,1,Celta de Vigo
14-15,Jornada 22,2/8/2015,Córdoba,1,2,Almería
14-15,Jornada 22,2/8/2015,Getafe,2,1,Sevilla
14-15,Jornada 22,2/8/2015,Espanyol,1,2,Valencia
14-15,Jornada 22,2/8/2015,Athletic Club,2,5,Barcelona
14-15,Jornada 22,2/9/2015,Elche,2,0,Rayo Vallecano
14-15,Jornada 23,2/13/2015,Almería,2,2,Real Sociedad
14-15,Jornada 23,2/14/2015,Sevilla,3,0,Córdoba
14-15,Jornada 23,2/14/2015,Real Madrid,2,0,Deportivo de La Coruña
14-15,Jornada 23,2/14/2015,Granada,0,0,Athletic Club
14-15,Jornada 23,2/14/2015,Málaga,0,2,Espanyol
14-15,Jornada 23,2/15/2015,Valencia,1,0,Getafe
14-15,Jornada 23,2/15/2015,Barcelona,5,0,Levante
14-15,Jornada 23,2/15/2015,Rayo Vallecano,2,0,Villarreal
14-15,Jornada 23,2/15/2015,Celta de Vigo,2,0,Atlético de Madrid
14-15,Jornada 23,2/16/2015,Eibar,0,1,Elche
14-15,Jornada 24,2/20/2015,Getafe,2,1,Espanyol
14-15,Jornada 24,2/21/2015,Barcelona,0,1,Málaga
14-15,Jornada 24,2/21/2015,Córdoba,1,2,Valencia
14-15,Jornada 24,2/21/2015,Atlético de Madrid,3,0,Almería
14-15,Jornada 24,2/21/2015,Deportivo de La Coruña,0,2,Celta de Vigo
14-15,Jornada 24,2/22/2015,Real Sociedad,4,3,Sevilla
14-15,Jornada 24,2/22/2015,Athletic Club,1,0,Rayo Vallecano
14-15,Jornada 24,2/22/2015,Villarreal,1,0,Eibar
14-15,Jornada 24,2/22/2015,Elche,0,2,Real Madrid
14-15,Jornada 24,2/23/2015,Levante,2,1,Granada
14-15,Jornada 25,2/27/2015,Espanyol,1,0,Córdoba
14-15,Jornada 25,2/28/2015,Granada,1,3,Barcelona
14-15,Jornada 25,2/28/2015,Rayo Vallecano,4,2,Levante
14-15,Jornada 25,2/28/2015,Almería,0,0,Deportivo de La Coruña
14-15,Jornada 25,2/28/2015,Málaga,3,2,Getafe
14-15,Jornada 25,3/1/2015,Valencia,2,0,Real Sociedad
14-15,Jornada 25,3/1/2015,Eibar,0,1,Athletic Club
14-15,Jornada 25,3/1/2015,Sevilla,0,0,Atlético de Madrid
14-15,Jornada 25,3/1/2015,Real Madrid,1,1,Villarreal
14-15,Jornada 25,3/2/2015,Celta de Vigo,1,1,Elche
14-15,Jornada 26,3/6/2015,Levante,2,1,Eibar
14-15,Jornada 26,3/7/2015,Deportivo de La Coruña,3,4,Sevilla
14-15,Jornada 26,3/7/2015,Athletic Club,1,0,Real Madrid
14-15,Jornada 26,3/7/2015,Elche,1,0,Almería
14-15,Jornada 26,3/7/2015,Granada,1,0,Málaga
14-15,Jornada 26,3/8/2015,Barcelona,6,1,Rayo Vallecano
14-15,Jornada 26,3/8/2015,Real Sociedad,1,0,Espanyol
14-15,Jornada 26,3/8/2015,Villarreal,4,1,Celta de Vigo
14-15,Jornada 26,3/8/2015,Córdoba,1,2,Getafe
14-15,Jornada 26,3/8/2015,Atlético de Madrid,1,1,Valencia
14-15,Jornada 27,3/13/2015,Valencia,2,0,Deportivo de La Coruña
14-15,Jornada 27,3/14/2015,Espanyol,0,0,Atlético de Madrid
14-15,Jornada 27,3/14/2015,Eibar,0,2,Barcelona
14-15,Jornada 27,3/14/2015,Rayo Vallecano,3,1,Granada
14-15,Jornada 27,3/14/2015,Celta de Vigo,1,2,Athletic Club
14-15,Jornada 27,3/15/2015,Almería,0,0,Villarreal
14-15,Jornada 27,3/15/2015,Málaga,2,0,Córdoba
14-15,Jornada 27,3/15/2015,Sevilla,3,0,Elche
14-15,Jornada 27,3/15/2015,Real Madrid,2,0,Levante
14-15,Jornada 27,3/16/2015,Getafe,0,1,Real Sociedad
14-15,Jornada 28,3/20/2015,Elche,0,4,Valencia
14-15,Jornada 28,3/21/2015,Atlético de Madrid,2,0,Getafe
14-15,Jornada 28,3/21/2015,Rayo Vallecano,1,0,Málaga
14-15,Jornada 28,3/21/2015,Levante,0,1,Celta de Vigo
14-15,Jornada 28,3/21/2015,Athletic Club,2,1,Almería
14-15,Jornada 28,3/21/2015,Granada,0,0,Eibar
14-15,Jornada 28,3/22/2015,Deportivo de La Coruña,0,0,Espanyol
14-15,Jornada 28,3/22/2015,Villarreal,0,2,Sevilla
14-15,Jornada 28,3/22/2015,Real Sociedad,3,1,Córdoba
14-15,Jornada 28,3/22/2015,Barcelona,2,1,Real Madrid
14-15,Jornada 29,4/3/2015,Eibar,1,2,Rayo Vallecano
14-15,Jornada 29,4/4/2015,Sevilla,2,0,Athletic Club
14-15,Jornada 29,4/4/2015,Córdoba,0,2,Atlético de Madrid
